question,intent
나 무시하는 거 같아,무시
나 무시 당한 거 같아,무시
물 너무 차가워,물
물 마셔야지,물
물 마실라구,물
물 많이 마셔야 돼,물
물 많이 마시라고 했는데,물
물 자주 마셔야지,물
물 주문해야지,물
물 차가워,물
물 한 잔 마시기,물
목마르네,물
목 말라,물
목 말라 죽겠네,물
목 말라서 물 마셔야지,물
더워 물 마실거야,물
너무 덥네 물 마실거야,물
물 마시고 싶어,물
물 마셔야 해 목 말라 죽겠다,물
물 마실 건데,물
아니 물 마실 거야,물
물이 안 나와,물
물이 안나온데,물
세수를 해보렴,물
지금 뭐하고 있어,뭐 해
오늘 점심 뭐 먹을까,뭐먹지
오늘 저녁 뭐 먹을까,뭐먹지
뭐 하는 중,뭐해
뭐 하는지 궁금해,뭐해
뭐하냐,뭐해
뭐하는 분이세요,뭐해
뭐 하고 있어,뭐해
뭐 해,뭐해
넌 뭐 해,뭐해
넌 뭐하는데,뭐해
뭐 하니,뭐해
뭐하고 계세요,뭐해
뭐하고 있니,뭐해
뭐하고 있었어,뭐해
뭐하고 있나요,뭐해
뭐 있었니,뭐해
바오 뭐 해,뭐해
바오 뭐 하고 있어,뭐해
바오 뭐 하니,뭐해
바오 뭐 하지,뭐해
뭐 먹을까,뭐해
뭐 해 먹지,뭐해
뭐 해 먹을까,뭐해
뭐 할까,뭐해
뭐 하지,뭐해
오늘 뭐했어,뭐해
내일이라도 가야겠다,미래일정
내년에는 꼭 할거야,미래일정
내년엔 꼭 해야지,미래일정
내일 가려고,미래일정
내일 가려고 정했어,미래일정
내일 가야지,미래일정
내일 거기에 가려고,미래일정
내일 그냥 집에 있을거야,미래일정
내일 집에 있으려고,미래일정
내일은 꼭 가야지,미래일정
다음 달에는 해야지,미래일정
다음 주에 가려고,미래일정
다음 주에는 할거야,미래일정
다음 주에는 해야지,미래일정
밥을 먹어야지,미래일정
음료수 마셔야지,미래일정
커피 마셔야지,미래일정
머리 깎아야겠어,미래일정
정말 미쳤어,미쳤니
미쳤어,미쳤니
미쳤냐,미쳤니
미쳤나 봐,미쳤니
너 정말 제정신이 아니네,미쳤니
너 미친 것 같아,미쳤니
너 미친 거야,미쳤니
너 미쳤어,미쳤니
너 맛이 갔네,미쳤니
바다 가자고 하면 갈까,바다
바다 놀러가고 싶다,바다
바다 놀러가자고 해볼까,바다
바다 보러 가자고 말해야겠다,바다
바다 보러 가자고 해볼까,바다
바다가 가고 싶어요,바다
나한테 행운 좀 왔으면 좋겠어,바람
나한테만은 완전 솔직했으면,바람
바람 많이 부네,바람
바람 분다,바람
바람 쐬러 나갈까,바람
바람쐬러 정동진가,바람
바람이 너무 많이 부네,바람
아빠가 담배 끊었으면 좋겠어,바람
아빠가 담배 그만 피웠으면,바람
아빠가 술 좀 끊었으면,바람
아빠가 술 좀 그만 먹었으면,바람
내일 비왔으면,바람
내일 눈왔으면,바람
나한테 너무 많은 걸 바라는 듯,바람
나한테 거짓말 좀 안 했으면,바람
나한테 감추는 게 하나도 없었으면,바람
꿈을 안 꿀 수 있다면,바람
그랬으면,바람
그러면 좋을텐데,바람
그러면 참 좋겠다,바람
그러면 참 좋을텐데,바람
그렇게 되면 참 좋겠다,바람
내일 그랬으면 좋겠다,바람
내일 비 왔으면 좋겠다,바람
눈 왔으면,바람
잠 자면 좋을텐데,바람
하늘 날 수 있는 차 생겼으면,바람
하늘 나는 자동차 생겼으면,바람
나 인정받고 싶어,바람
나 좀 좋아해줬으면,바람
나 친구들한테 인정받고 싶어,바람
나도 상 받고 싶다,바람
나도 위로 받고 싶다,바람
나만의 시간이 필요한 것 같아,바람
나만의 시간이 필요해,바람
날아 가고 싶어,바람
현재를 즐기면서 살고 싶다,바람
내 마음을 알아줬으면,바람
내 마음을 좀 알아 달라고,바람
내 몸이 여러 개 였으면 좋겠다,바람
행복해지고 싶어,바람
행운을 빌어줘,바람
다 그만 두고 싶다,바람
다 그만하고싶어,바람
다 나 좋아했으면 좋겠어,바람
다른 사람들이 나 좋아했으면 좋겠어,바람
똑똑하면 좋겠다,바람
똑똑해지고 싶다,바람
라면 먹고 갈래,바람
스키 배워보고 싶다,바람
말 예쁘게 하고 싶어,바람
말 잘하고 싶어,바람
말 좀 잘하면 좋을텐데,바람
멋지게 나이들고 싶다,바람
멋지게 늙고 싶다,바람
멋지게 살고 싶었는데,바람
뭔가 새로운 자극이 필요해,바람
바라는게 없어,바람
밖에 안나가고 이렇게 살고 싶어,바람
사람들이 나 좀 좋아해줬으면,바람
사랑한다고 말해줘,바람
올해도 건강하길,바람
잘하는 게 직업이면 좋겠지,바람
소원하는 대로 이루어졌으면,바람
적당히 좀 하지,바람
여유롭게 살고 싶어,바람
이 좀 여유롭게 살고 싶다,바람
일상에서 떠나고 싶어,바람
이제 그만하고 쉬고 싶다,바람
엄마랑 아빠처럼 살고 싶다,바람
외향적이면 좋을텐데,바람
해야 할 일이 있어,바쁨
할게 많아,바쁨
할 일이 있어,바쁨
할 일이 많아,바쁨
할 일 많아,바쁨
할 게 많아,바쁨
진짜 너무 바빠서,바쁨
지금 많이 바빠,바쁨
일하는 중이야,바쁨
일이 너무 많아,바쁨
이거 할 시간 없어,바쁨
왜 바쁜데,바쁨
얼마나 바쁜데,바쁨
아직도 그거 하고 있어,바쁨
시간이 없어,바쁨
바빠 진짜,바쁨
바빠,바쁨
많이 바쁘네,바쁨
많이 바빠,바쁨
마음의 여유가 없어,바쁨
너무 바쁘구나,바쁨
너무 바빠 정말,바쁨
내일 할 일이 많네,바쁨
내일 바쁘네,바쁨
난 일하는 중이야,바쁨
나 진짜 너무 바빠서 미치겠어,바쁨
나 정말 바빠,바쁨
나 바빠서 정신이 없어,바쁨
나 바빠,바쁨
그래도 바쁜건 어쩔수 없지,바쁨
 바빠,바쁨
너무 바빠,바쁨
오늘 좀 바쁘네,바쁨
진짜 바쁘다,바쁨
내일 하루 종일 바빠,바쁨
바쁘네,바쁨
많이 바쁘니,바쁨
오랜만이야,반가움
나는 널 만나서 너무 반가워,반가움
나도 반가워,반가움
너를 만나서 나는 참 반갑단다,반가움
만나서 반가워,반가움
만나서 반갑구나,반가움
만나서 좋네,반가움
만나서 참 반갑구나,반가움
반가워,반가움
반갑구나,반가움
반갑네,반가움
반갑다고,반가움
반갑습니다,반가움
오랜만,반가움
오랜만이네,반가움
지금 너무 반가워,반가움
참 반갑네,반가움
하이 반가워,반가움
 반가웠긴 했지,반가움과거
그렇게 반가운거 있지,반가움과거
그렇게 반가울 수가 없었어,반가움과거
그렇게 반가웟었는데,반가움과거
너무 반가웠어,반가움과거
만나서 반가웠어,반가움과거
반가웠긴 했지,반가움과거
반가웠단다,반가움과거
반가웠었어,반가움과거
반갑긴 했지,반가움과거
진짜 반가웠지,반가움과거
무슨 반지,반지
다이아 반지,반지
지금 자러 간다,밤인사
졸려 잘거야,밤인사
잘래,밤인사
잘거야,밤인사
잘거라니까,밤인사
잘 자,밤인사
잘 시간이야,밤인사
자야 한다고,밤인사
자러 가자,밤인사
이제 잘래,밤인사
이제 잘 시간이야,밤인사
이제 자자,밤인사
슬슬 잘 시간 됐네,밤인사
슬슬 이제 자야지,밤인사
먼저 잘게,밤인사
너무 졸려,밤인사
난 자러 간다,밤인사
나 조금 피곤해서 잘래,밤인사
고마워 잘 자,밤인사
굿 나이트,밤인사
굿 밤,밤인사
너도 잘 자,밤인사
너도 잘 자길 바래,밤인사
너도 잘 자렴,밤인사
안녕 잘 자,밤인사
이제 잘 자,밤인사
자라,밤인사
잘 자 안녕,밤인사
잘 자라,밤인사
잘 자라고,밤인사
잘 자렴,밤인사
좋은 꿈 꾸렴,밤인사
좋은 꿈 꿔,밤인사
좋은 밤,밤인사
좋은 밤 보내,밤인사
좋은 밤 보내렴,밤인사
편안히 자,밤인사
방금 바쁘다며,방금
네가 방금 그랬어,방금
네가 방금 그랬잖아,방금
방금 그렇다며,방금
방금 아니라며,방금
방금 안 그렇다며,방금
방금 안좋아한다며,방금
방금 좋아한다며,방금
배가 너무 고파 요즘,배고파
꼬르륵 소리난다,배고파
먹을 거 없나,배고파
먹을 거 주세요,배고파
먹을 거 줘,배고파
먹을 거 추천해줘,배고파
먹을 게 없구나,배고파
먹을 게 없구나 바오야,배고파
먹을 게 없어,배고파
먹을만 한 거 없나,배고파
밥 먹고 싶다,배고파
밥 먹고 싶어,배고파
밥먹고싶다,배고파
배가 너무나 고파요,배고파
배고파,배고파
배고파 뒤지겠다,배고파
배고파 배고파,배고파
배고파 살려줘,배고파
배고파 죽겠네,배고파
배고파서 미치겠어,배고파
배고파서 죽겠어요,배고파
배고파요,배고파
배고프고만,배고파
배고프다,배고파
배고프다 진짜,배고파
배고픈데 먹을 게 없어,배고파
배에서 꼬르륵 소리나,배고파
아 밥먹고싶다,배고파
아 배고파,배고파
아 배고파 죽겠다,배고파
아 배고파 진짜로,배고파
아 배고프다 살려줘,배고파
아진짜 배고프다,배고파
진짜 배고파 죽겠네,배고파
과일 먹고 자야지,배고프니
과일 먹어야지,배고프니
너는 뭐 먹고 살아,배고프니
너는 뭐 먹어,배고프니
너는 뭘 먹고 사니,배고프니
너는 배 안고파,배고프니
너는 안 고프니,배고프니
너는 안 먹었니,배고프니
너는 어떤 거 먹어,배고프니
너는 어떤 걸 먹니,배고프니
달달한 거 먹고 싶다,배고프니
달달한 마카롱 먹고 싶다,배고프니
뭘 먹고사니,배고프니
밥 먹었는가,배고프니
밥 먹었니,배고프니
밥 먹었어,배고프니
배가 너무 고파,배고픔
배고파,배고픔
배고파 죽을 것 같아 힘이 없어,배고픔
배고파서 일어났어,배고픔
배고파서 자다 깼어,배고픔
배고파서 힘이 없어,배고픔
배고프다,배고픔
배고프당,배고픔
배고프면 예민함,배고픔
배고픈 거 같네,배고픔
너무 허기지네,배고픔
허기져,배고픔
배부르고 졸려,배부름
배부르니 졸리다,배부름
배불러,배부름
배불러서 배 터질 듯,배부름
너무 많이 먹었나봐,배부름
너무 많이 먹었어,배부름
너무 배가 불러,배부름
너무 배불러,배부름
배부르다,배부름
뒷통수 제대로 맞음,배신
뒷통수 맞았어,배신
나만 친구로 생각했나봐,배신
나만 친구라고 생각한건가,배신
나는 친구라고 믿었는데,배신
뭐 좀 배워볼까봐,배움
뭐라도 배워볼까,배움
뭘 배워 볼까,배움
발레 배우려고,배움
발레 배워보려고,배움
배워도 모르는 게 너무 많아,배움
폰 베터리가 없네,배터리
폰 베터리가 벌써 없어,배터리
폰 베터리가 너무 잘 닳아,배터리
사랑해가 일본어로 뭐야,번역
사랑해 일본어 알려줘,번역
사랑해 일본어 뭐니,번역
일본어 알려줘,번역
바보 일본어 말해줘,번역
이상 일본어 말해줄래,번역
게임 일본어 뭔데,번역
자전거 일본어 뭔지 알아,번역
이거 일본어 뭔지 알려줄래,번역
미안해 일본어 번역,번역
사랑해 일본어 번역해줘,번역
일본어 번역해주라,번역
일본어 번역해줄래,번역
일본어로 말해줘,번역
지구 일본어로 말해주라,번역
미안해가 일본어로 뭐야,번역
가위 일본어 알려줘,번역
동전 일본어 뭐니,번역
등산일본어로 뭔지 알려줘,번역
사나이 일본어 말해줘,번역
남자 일본어 말해줄래,번역
오징어 일본어 뭔데,번역
문어 일본어 뭔지 알아,번역
돼지 일본어 뭔지 알려줄래,번역
사과 일본어 번역,번역
배가 뭔지 일본어 번역해주라,번역
이불 번역해주라,번역
해파리 일본어로 번역해줄래,번역
이 문장 일본어로 말해줘,번역
이 단어 일본어로 말해주라,번역
사랑해가 영어로 뭐야,번역
사랑영어 알려줘,번역
동생 영어 뭐니,번역
영어 알려줘,번역
기타 영어 말해줘,번역
영어로 게임뭐니,번역
게임 영어 뭔데,번역
자전거 영어 뭔지 알아,번역
이거 영어 뭔지 알려줄래,번역
미안해 영어 번역,번역
사랑해 영어 번역해주라,번역
영어 번역해줘,번역
이 단어 영어로 번역해줄래,번역
영어로 말해줘,번역
토성 영어로 말해주라,번역
고마워가 영어로 뭐야,번역
등장영어로 뭔지 알려줘,번역
영어로 마우스가 뭐니,번역
사나이 영어 말해줘,번역
여자 영어 말해줄래,번역
고장 영어 뭔데,번역
방문 영어 뭔지 알아,번역
코끼리 영어 뭔지 알려줄래,번역
파인애플 영어 번역,번역
배가 뭔지 영어 번역해줘,번역
전기 번역해주라,번역
물고기 영어로 번역해줄래,번역
이 문장 영어로 말해줘,번역
이 단어 영어로 말해주라,번역
존경해가 중국어로 뭐야,번역
바보가 중국어 알려줘,번역
누나 중국어 어떻게 말해,번역
중국어 알려줘,번역
바이올린 중국어 말해줘,번역
중국어로 밥뭐니,번역
셔츠 중국어 뭔데,번역
간장 중국어 뭔지 알아,번역
이거 중국어 뭔지 알려줄래,번역
냉장고 중국어 번역,번역
공기청정기 중국어 번역해주라,번역
중국어 번역해줘,번역
이 단어 중국어로 번역해줄래,번역
중국어로 바지가 뭔지 말해줘,번역
목성 중국어로 말해주라,번역
죽을래가 중국어로 뭐야,번역
퇴장이 중국어로 뭔지 알려줘,번역
중국어로 모니터가 어떻게 말해,번역
군인 중국어 말해줘,번역
할머니 중국어 말해줄래,번역
고장났어 중국어 뭔데,번역
귀하 중국어 뭔지 알아,번역
코뿔소 중국어 뭔지 알려줄래,번역
토마토 중국어 번역,번역
감이 뭔지 중국어 번역해주라,번역
창문 번역해줘,번역
상어가 뭔지 중국어로 번역해줄래,번역
이 문장 중국어로 말해줘,번역
이 단어 중국어로 말해주라,번역
존경해가 프랑스어로 뭐야,번역
바보가 프랑스어 알려줘,번역
누나 프랑스어 뭐니,번역
프랑스어 알려줘,번역
바이올린 프랑스어 말해줘,번역
프랑스어로 밥이 어떻게 말해,번역
셔츠 프랑스어 뭔데,번역
간장 프랑스어 뭔지 알아,번역
이거 프랑스어 뭔지 알려줄래,번역
냉장고 프랑스어 번역,번역
공기청정기 프랑스어 번역해주라,번역
프랑스어 번역해주라,번역
이 단어 프랑스어로 번역해줄래,번역
프랑스어로 바지가 뭔지 말해줘,번역
목성 프랑스어로 말해주라,번역
죽을래가 프랑스어로 뭐야,번역
퇴장이 프랑스어로 뭔지 알려줘,번역
프랑스어로 모니터가 뭐니,번역
군인 프랑스어 말해줘,번역
할머니 프랑스어 말해줄래,번역
고장났어 프랑스어 뭔데,번역
귀하 프랑스어 뭔지 알아,번역
코뿔소 프랑스어 뭔지 알려줄래,번역
토마토 프랑스어 번역,번역
감이 뭔지 프랑스어 번역해줘,번역
상어가 뭔지 프랑스어로 번역해줄래,번역
이 문장 프랑스어로 말해줘,번역
이 단어 프랑스어로 말해주라,번역
오늘 배고파요 영어로 뭐야,번역
오늘 배고파서 잠이 안오네요를 영어로 어떻게 말해,번역
당신을 사랑합니다가 영어로 뭐야,번역
집에 가고싶어요 영어로 뭐야,번역
영어로 당신만을 바라볼래요가 뭐야,번역
냉장고가 텅 비었군요가 영어로 뭐야,번역
영어로 오징어가 먹고싶어요 뭐야,번역
학교에 언제가나요가 일본어로 뭐야,번역
일본어로 시장에 왔어요가 뭐야,번역
바지를 입어야해요가 일본어로 뭐야,번역
일본어로 초밥이 먹고싶어요 뭐야,번역
설거지를 해야해요 중국어로 뭐야,번역
칠판이 깨끗하군요를 중국어로 어떻게 말해,번역
침대에 누워요를 중국어로 뭐야,번역
가방을 들어요가 중국어로 뭐야,번역
중국어로 이거 얼마에요가 뭐야,번역
이거 스페인어 뭔지 알려줄래,번역
파이프 스페인어 번역,번역
탱크 스페인어 번역해주라,번역
스페인어 번역해주라,번역
이 단어 스페인어로 번역해줄래,번역
스페인어로 여자가 뭔지 말해줘,번역
수납장 스페인어로 말해주라,번역
진심으로가 스페인어로 뭐야,번역
서랍이 스페인어로 뭔지 알려줘,번역
스페인어로 의자가 어떻게 말해,번역
소방관 스페인어 말해줘,번역
엄마 스페인어 말해줄래,번역
아빠 스페인어 말해줄래,번역
물건을 사다 스페인어 뭔데,번역
이사가 스페인어로 뭔지 알아,번역
화장지 스페인어 뭔지 알려줄래,번역
지갑이 스페인어 번역,번역
소학이 뭔지 스페인어 번역해주라,번역
영어로 번역해주라,번역
소고기가 뭔지 스페인어로 번역해줄래,번역
이 문장 스페인어로 말해줘,번역
이 단어 스페인어로 말해주라,번역
스페인어 알려줘,번역
이거 독일어 뭔지 알려줄래,번역
밥솥 독일어 번역,번역
에어컨 독일어 번역해줘,번역
독일어 번역해줘,번역
이 단어 독일어로 번역해줄래,번역
독일어로 칫솔이 뭔지 말해줘,번역
해왕성 독일어로 말해주라,번역
정성들이다가 독일어로 뭐야,번역
상장이 독일어로 뭔지 알려줘,번역
독일어로 컵이 뭐니,번역
경찰 독일어 말해줘,번역
할아버지 독일어 말해줄래,번역
고치다 독일어 뭔데,번역
회사 독일어 뭔지 알아,번역
원숭이 독일어 뭔지 알려줄래,번역
감귤 독일어 번역,번역
밤이 뭔지 독일어 번역해주라,번역
청소기 번역해주라,번역
멸치가 뭔지 독일어로 번역해줄래,번역
이 문장 독일어로 말해줘,번역
이 단어 독일어로 말해주라,번역
독일어 알려줘,번역
밥솥 중국어 번역,번역
에어컨 중국어 번역해주라,번역
중국어 번역해주라,번역
중국어로 칫솔이 뭔지 말해줘,번역
해왕성 중국어로 말해주라,번역
정성들이다가 중국어로 뭐야,번역
상장이 중국어로 뭔지 알려줘,번역
중국어로 음반이 뭐니,번역
경찰 중국어 말해줘,번역
할아버지 중국어 말해줄래,번역
고치다 중국어 뭔데,번역
회사 중국어 뭔지 알아,번역
원숭이 중국어 뭔지 알려줄래,번역
감귤 중국어 번역,번역
밤이 뭔지 중국어 번역해주라,번역
청소기 번역해줘,번역
멸치가 뭔지 중국어로 번역해줄래,번역
이거 이탈리아어 뭔지 알려줄래,번역
밥솥 이탈리아어 번역,번역
에어컨 이탈리아어 번역해주라,번역
이탈리아어 번역해주라,번역
이 단어 이탈리아어로 번역해줄래,번역
이탈리아어로 칫솔이 뭔지 말해줘,번역
해왕성 이탈리아어로 말해주라,번역
정성들이다가 이탈리아어로 뭐야,번역
상장이 이탈리아어로 뭔지 알려줘,번역
이탈리아어로 종이이 뭐니,번역
경찰 이탈리아어 말해줘,번역
할아버지 이탈리아어 말해줄래,번역
고치다 이탈리아어 뭔데,번역
회사 이탈리아어 뭔지 알아,번역
원숭이 이탈리아어 뭔지 알려줄래,번역
감귤 이탈리아어 번역,번역
밤이 뭔지 이탈리아어 번역해주라,번역
멸치가 뭔지 이탈리아어로 번역해줄래,번역
이 문장 이탈리아어로 말해줘,번역
이 단어 이탈리아어로 말해주라,번역
이탈리아어 알려줘,번역
이거 라틴어 뭔지 알려줄래,번역
밥솥 라틴어 번역,번역
에어컨 라틴어 번역해주라,번역
라틴어 번역해줘,번역
이 단어 라틴어로 번역해줄래,번역
라틴어로 칫솔이 뭔지 말해줘,번역
해왕성 라틴어로 말해주라,번역
정성들이다가 라틴어로 뭐야,번역
상장이 라틴어로 뭔지 알려줘,번역
라틴어로 책상이 어떻게 말해,번역
경찰 라틴어 말해줘,번역
할아버지 라틴어 말해줄래,번역
고치다 라틴어 뭔데,번역
회사 라틴어 뭔지 알아,번역
원숭이 라틴어 뭔지 알려줄래,번역
감귤 라틴어 번역,번역
밤이 뭔지 라틴어 번역해주라,번역
멸치가 뭔지 라틴어로 번역해줄래,번역
이 문장 라틴어로 말해줘,번역
이 단어 라틴어로 말해주라,번역
라틴어 알려줘,번역
이거 그리스어 뭔지 알려줄래,번역
밥솥 그리스어 번역,번역
에어컨 그리스어 번역해주라,번역
그리스어 번역해줘,번역
이 단어 그리스어로 번역해줄래,번역
그리스어로 칫솔이 뭔지 말해줘,번역
해왕성 그리스어로 말해주라,번역
정성들이다가 그리스어로 뭐야,번역
상장이 그리스어로 뭔지 알려줘,번역
그리스어로 책상이 뭐니,번역
경찰 그리스어 말해줘,번역
할아버지 그리스어 말해줄래,번역
고치다 그리스어 뭔데,번역
회사 그리스어 뭔지 알아,번역
원숭이 그리스어 뭔지 알려줄래,번역
감귤 그리스어 번역,번역
밤이 뭔지 그리스어 번역해주라,번역
책 번역해주라,번역
멸치가 뭔지 그리스어로 번역해줄래,번역
이 문장 그리스어로 말해줘,번역
이 단어 그리스어로 말해주라,번역
그리스어 알려줘,번역
이거 일본말 뭔지 알려줄래,번역
밥솥 일본말 번역,번역
에어컨 일본말 어떻게 말해,번역
일본말 번역해주라,번역
이 단어 일본말로 어떻게 말해,번역
일본말로 기차이 뭐니,번역
경찰 일본말 어떻게 말해,번역
할아버지 일본말 말해줄래,번역
고치다 일본말 뭔데,번역
회사 일본말 어떻게 말해,번역
원숭이 일본말 뭔지 알려줄래,번역
감귤 일본말 번역,번역
밤이 뭔지 일본말 번역해줘,번역
소설 어떻게 말해,번역
일본말로 칫솔이 뭔지 말해줘,번역
해왕성 일본말로 말해주라,번역
정성들이다가 일본말로 뭐야,번역
상장이 일본말로 뭔지 알려줘,번역
일본말로 빨간색이 뭐니,번역
경찰 일본말 말해줘,번역
회사 일본말 뭔지 알아,번역
밤이 뭔지 일본말 번역해주라,번역
문학 번역해주라,번역
멸치가 뭔지 일본말로 번역해줄래,번역
이 문장 일본말로 말해줘,번역
이 단어 일본말로 말해주라,번역
일본말 알려줘,번역
보고싶어요가 스페인어로 뭐야,번역
오늘 배고파서 잠 안오네요를 영어로 어떻게 말해,번역
학교에 언제가나요가 일본말로 뭐야,번역
일본말로 시장에 왔어요가 뭐야,번역
바지를 입어야해요가 일본말로 뭐야,번역
일본어로 초밥 영국말로 뭐야,번역
설거지를 해야해요 영국말로 뭐야,번역
칠판 깨끗하군요를 영어 어떻게 말해,번역
가방을 들어요가 중국어 뭐야,번역
라틴어 이거 얼마에요가 뭐야,번역
일본은,번역환율문맥
베트남은,번역환율문맥
베트남,번역환율문맥
미국,번역환율문맥
미국은,번역환율문맥
유럽은,번역환율문맥
유로는,번역환율문맥
유럽 유로는,번역환율문맥
일본 엔은,번역환율문맥
엔 화는,번역환율문맥
방금 그 말 일본어로 말해줘,번역환율문맥
방 금 그 말 영어로 말해줘,번역환율문맥
중국,번역환율문맥
중국은,번역환율문맥
홍콩은,번역환율문맥
홍콩,번역환율문맥
대만은,번역환율문맥
대만,번역환율문맥
캐나다는,번역환율문맥
캐나다,번역환율문맥
스위스는,번역환율문맥
스위스,번역환율문맥
스웨덴은,번역환율문맥
스웨덴,번역환율문맥
호주는,번역환율문맥
호주,번역환율문맥
뉴질랜드는,번역환율문맥
뉴질랜드,번역환율문맥
체코는,번역환율문맥
체코,번역환율문맥
칠레는,번역환율문맥
칠레,번역환율문맥
터키는,번역환율문맥
터키,번역환율문맥
몽골은,번역환율문맥
몽골,번역환율문맥
이스라엘은,번역환율문맥
이스라엘,번역환율문맥
덴마크는,번역환율문맥
덴마크,번역환율문맥
노르웨이는,번역환율문맥
노르웨이,번역환율문맥
사우디는,번역환율문맥
사우디아라비아는,번역환율문맥
사우디아라비아,번역환율문맥
쿠웨이트는,번역환율문맥
쿠웨이트,번역환율문맥
바레인은,번역환율문맥
바레인,번역환율문맥
아랍에미리트는,번역환율문맥
아랍에비리트,번역환율문맥
요르단은,번역환율문맥
요르단,번역환율문맥
이집트는,번역환율문맥
이집트,번역환율문맥
태국은,번역환율문맥
태국,번역환율문맥
싱가포르는,번역환율문맥
싱가포르,번역환율문맥
말레이시아는,번역환율문맥
말레이시아,번역환율문맥
인도네시아는,번역환율문맥
인도네시아,번역환율문맥
카타르는,번역환율문맥
카타르,번역환율문맥
카자흐스탄은,번역환율문맥
카자흐스탄,번역환율문맥
브루나이는,번역환율문맥
브루나이,번역환율문맥
인도는,번역환율문맥
인도,번역환율문맥
파키스탄은,번역환율문맥
파키스탄,번역환율문맥
방글라데시는,번역환율문맥
방글라데시,번역환율문맥
필리핀은,번역환율문맥
필리핀,번역환율문맥
멕시코는,번역환율문맥
브라질은,번역환율문맥
브라질,번역환율문맥
남아프리카 공화국,번역환율문맥
남아프리카는,번역환율문맥
남아프리카 공화국은,번역환율문맥
러시아는,번역환율문맥
러시아,번역환율문맥
러시아도,번역환율문맥
헝가리는,번역환율문맥
헝가리,번역환율문맥
폴란드는,번역환율문맥
폴란드,번역환율문맥
스페인어는,번역환율문맥
스페인어로는,번역환율문맥
스페인어로도 말해줘,번역환율문맥
스페인어로는 뭐라고 하는데,번역환율문맥
그리스어는,번역환율문맥
영어로는 뭐라고해,번역환율문맥
영어는,번역환율문맥
영어로도 말해줘,번역환율문맥
일본어로는,번역환율문맥
일본어로도 말해줘,번역환율문맥
독일어로는,번역환율문맥
독일어로는 뭐라고해,번역환율문맥
중국어는,번역환율문맥
중국어로는,번역환율문맥
중국말로는,번역환율문맥
일본말로는,번역환율문맥
우리말로는,번역환율문맥
한국어로는,번역환율문맥
우리말은,번역환율문맥
우리 말은,번역환율문맥
한국어는,번역환율문맥
영어로 말해줘,번역환율문맥
일본어로 말해줘,번역환율문맥
중국어로 말해줘,번역환율문맥
스페인어로 말해줘,번역환율문맥
중국어로도 말해줘,번역환율문맥
우리 말로도 말해줘,번역환율문맥
한국어로도 말해줘,번역환율문맥
에스파냐말로 말해줘,번역환율문맥
에스파냐어로 말해줘,번역환율문맥
영어로도 설명해줘,번역환율문맥
중국어로도 설명해줘,번역환율문맥
일본어로도 설명해줘,번역환율문맥
우리 말로도 설명해줘,번역환율문맥
한국어로도 설명해줘,번역환율문맥
스페인어로도 설명해줘,번역환율문맥
에스파냐말로 설명해줘,번역환율문맥
에스파냐어로 설명해줘,번역환율문맥
영어로도 이야기해줘,번역환율문맥
중국어로도 이야기해줘,번역환율문맥
일본어로도 이야기해줘,번역환율문맥
우리 말로도 이야기해줘,번역환율문맥
한국어로도 이야기해줘,번역환율문맥
스페인어로도 이야기해줘,번역환율문맥
에스파냐말로 이야기해줘,번역환율문맥
에스파냐어로 이야기해줘,번역환율문맥
라틴어는,번역환율문맥
라틴어로도 말해줘,번역환율문맥
그리스어로도 말해줘,번역환율문맥
영어로는 뭐라고 하는데,번역환율문맥
변한게 없어,변화
변한게 하나도 없어,변화
변화가 없어,변화
변화를 좀 주고 싶다,변화
별 거 없어,별거없음
별일 없어,별거없음
아니야 별 거 없어,별거없음
배에서 꾸룩꾸룩 소리 남,병원
배에서 소리 남,병원
병원 가기 싫어,병원
병원 너무 가기 싫다,병원
엄마 아빠 보고 싶다,보고싶음
보고 싶었어,보고싶음
보고 싶어,보고싶음
보고 싶다,보고싶음
보고 싶구나,보고싶음
벌써 보고 싶네,보고싶음
네가 정말 보고 싶었어,보고싶음
네가 보고 싶었어,보고싶음
네가 보고 싶어,보고싶음
네가 많이 보고 싶었다,보고싶음
너가 그립다,보고싶음
그리워,보고싶음
가족들 보고 싶어,보고싶음
보고 싶을 거야,보고싶음
하늘 좀 보고 싶다,보고싶음
반딧불이 보고싶다,보고싶음
계속 보고 싶어,보고싶음
계속 보고 싶으면 어떡해,보고싶음
더 작게 말해줘,볼륨다운
더 작게 들려줄래,볼륨다운
작게 말해,볼륨다운
작게 말해주라,볼륨다운
크게 들리는데,볼륨다운
조용히 해,볼륨다운
조용히 하라고,볼륨다운
더 작게 말 하라니깐,볼륨다운
더 작게 말해,볼륨다운
볼륨 낮춰,볼륨다운
볼륨 줄여,볼륨다운
낮춰라 볼륨,볼륨다운
줄여라 볼륨,볼륨다운
작게 해라 볼륨,볼륨다운
볼륨 낮춰줄래,볼륨다운
볼륨 낮춰주라,볼륨다운
볼륨 줄여줄래,볼륨다운
볼륨 줄여주라,볼륨다운
볼륨 좀 줄여 줘,볼륨다운
볼륨 좀 줄이라니까,볼륨다운
볼륨 낮추라고,볼륨다운
볼륨 낮추라고 했잖니,볼륨다운
볼륨 아까 낮추라고 했을텐데,볼륨다운
소리 좀 줄이라고 했잖아,볼륨다운
소리 줄이라고,볼륨다운
소리 줄이라고 했을텐데,볼륨다운
